genome_id,accession,genbank_accessions,source,checksum,quality_flags
1280.59590,JABVSC000000000,GCA_021481725.1,BV-BRC,0a3884bcf47300ec219e89f8cd9468da05100c145184a050c4963af22149f45a,WGS;Good
1280.59589,JABVSD000000000,GCA_021481695.1,BV-BRC,a795a5cb7ef04acb3b930169527780e286ff4cf220db48b74412fc5bca965b8e,WGS;Good
1280.59588,JABVSB000000000,GCA_021481685.1,BV-BRC,de0d6d881ffab7e65c5f1e0abfcbaf8cd31fdf39ee0e2cff9ffaa839bb5e09a7,WGS;Good
1280.59591,JABVSE000000000,GCA_021481745.1,BV-BRC,9868d742c5761870da39e9511997fc86a637bd950502d6b028072950a7464280,WGS;Good
1280.59592,JABVSH000000000,GCA_021481765.1,BV-BRC,cc17b798df1a3fce3c65c0d1a707fcc623aecd638595f950e421939aa9eec09f,WGS;Good
1280.59593,JABVSF000000000,GCA_021481785.1,BV-BRC,2fd262be5e50463e6de79ac436a38012fb4748c789e00adec497f5c1a3f6a90f,WGS;Good
1280.59594,JABVSG000000000,GCA_021481795.1,BV-BRC,8083803f4e848eb59468e706a5a2962c0dae71c874b60f0098664c95c6e3002e,WGS;Good
1280.59595,JABVSI000000000,GCA_021481825.1,BV-BRC,4f891bb65c16c4ead9efc7dfdddf589dde2a267c101bc3aa4a02106c442fdaa5,WGS;Good
1280.59598,JABVSM000000000,GCA_021481875.1,BV-BRC,a7edcb1fc972144a2ffcd1e9be690dea2bef61c3535d31ee0ebf0378bdf276bb,WGS;Good
1280.59596,JABVSJ000000000,GCA_021481835.1,BV-BRC,57259e65d0657d86e0262ca6dab4bec15a40bca581197ebaa588bfefd4cd1f47,WGS;Good
1280.59597,JABVSK000000000,GCA_021481865.1,BV-BRC,d91f60987c83104d985fac9b4cbc065b39b484bf0a2fc79b0d489d0adbfbf615,WGS;Good
1280.59599,JABVSL000000000,GCA_021481905.1,BV-BRC,f48a98bf89030cbef6064096cb431a7422cfad82ea247b1a4548658235fd7f90,WGS;Good
1280.59601,JABVSN000000000,GCA_021481945.1,BV-BRC,a8b0f9953922b7b8601e7828f39fa8172d9ac3255979a9acaae8efd442ee5d70,WGS;Good
1280.59602,JABVSQ000000000,GCA_021481965.1,BV-BRC,4c867a214b540c90722fc52a4d95342aa678f3f7c087e02fc3d4138f626d2955,WGS;Good
1280.59603,JABVSP000000000,GCA_021481975.1,BV-BRC,e7c539ea5c18a2b16330878f62d35a82f07fb3667de1288adad4dad2cb5dc31d,WGS;Good
1280.59600,JABVSO000000000,GCA_021481915.1,BV-BRC,9b024b6a1e3456ab1629a1cb51a775fb5196beee2a95c3a69fa8880c428978cd,WGS;Good
1280.59604,JABVSR000000000,GCA_021482005.1,BV-BRC,75c6c8c80d9d2906a11bc3b35b12c766aefc1552cbd1f3be15ddcd0631a1d071,WGS;Good
1280.59605,JABVST000000000,GCA_021482025.1,BV-BRC,e3a0fa1ae23eee845253ef864ecde194873708450c0f24b3f7dde8bac68f8cbd,WGS;Good
1280.59606,JABVSV000000000,GCA_021482045.1,BV-BRC,2c382c08a463949143c2687bc653e5896b040998eaf9848916bbff19ff4fdb78,WGS;Good
1280.59610,JABVTA000000000,GCA_021482125.1,BV-BRC,a694592973e13fe1b2fedd7c088c2546c2d57bbcf71b97781efcfbc955f83d30,WGS;Good
1280.59607,JABVSU000000000,GCA_021482055.1,BV-BRC,4900f449c45856b56f8387ee6ddb9a3039cdf250de27946a96a13f07d9e3bb2d,WGS;Good
1280.59609,JABVSX000000000,GCA_021482105.1,BV-BRC,73a0607b521acb0f717c178122371eb76e966abe510e66c134bf668ba734f9d1,WGS;Good
1280.59611,JABVSS000000000,GCA_021482135.1,BV-BRC,d06d2b15fe3392c8e916ee57ebf8bdd1ff1264af778bb39fbb2012b2d7db2073,WGS;Good
1280.59608,JABVSW000000000,GCA_021482065.1,BV-BRC,f1ba0f27d0127dc71d0205735ca35e4a08b078f0eb4e5cd3d6e1ace395d5892b,WGS;Good
1280.59612,JABVSY000000000,GCA_021482145.1,BV-BRC,ddaa4a68c5867760771b6eaefa8ccde924b7125d2ce0aa35a455c16b6e71d5f0,WGS;Good
1280.59614,JABVTE000000000,GCA_021482205.1,BV-BRC,7281e733e22ea0076849a8ff2514d74f9c33a9741dbe65247f505ebbfc521522,WGS;Good
1280.59613,JABVSZ000000000,GCA_021482175.1,BV-BRC,64f2ad0248fa59ddcb61b59445c4b17ae085513fc17204a38bf4ff26f652b938,WGS;Good
1280.59615,JABVTB000000000,GCA_021482215.1,BV-BRC,3a4b3d99346b37012bd4c6e5cd77366386744f1585b5c5809d88ef8047c5d5d9,WGS;Good
1280.59617,JABVTC000000000,GCA_021482265.1,BV-BRC,58a568c4ab2cd9e2979d332aa87df3e32831270f83f99519fbe87356dfe36c0e,WGS;Good
1280.59616,JABVTD000000000,GCA_021482225.1,BV-BRC,6b0c98ff0f9e485db477e420a7e3b4d60b82d16d083bba3a526ed0815e465f0d,WGS;Good
1280.59618,JABVTI000000000,GCA_021482285.1,BV-BRC,46fb925a012191d2e257028fb8e802204ccdf3a8f6a4c18c4d1e8544bd4c7e45,WGS;Good
1280.59619,JABVTH000000000,GCA_021482305.1,BV-BRC,5bd00ea679acd0927855eff1dce8d757e049bcf669e298e537b57f9b8a8f9e36,WGS;Good
1280.59620,JABVTG000000000,GCA_021482325.1,BV-BRC,bd6ef696fbba60e4c8458ed106b2079940d4f84a013fb8b59af1ed35c5bc2b49,WGS;Good
1280.59621,JABVTJ000000000,GCA_021482335.1,BV-BRC,e9c1cace32ab8af67899ae0f4da3d2943812e85d1acc72a41f0f95937e8fd0ac,WGS;Good
1280.59622,JABVTK000000000,GCA_021482365.1,BV-BRC,d237dd4dadc34dc14bf03c911d6bd52ec0d52fb3b1ee0d6ed7d8c4e5e52c74c3,WGS;Good
1280.59623,JABVTF000000000,GCA_021482385.1,BV-BRC,121de965ecd986005d0f32f56809a1c5e439111f6b7e712de8889566b651476a,WGS;Good
1280.59624,JABVTM000000000,GCA_021482425.1,BV-BRC,621b705c2b3f885f3e08fc4e77b22fdce7e4b24190b533ae93e33245d3d16f82,WGS;Good
1280.59625,JABVTN000000000,GCA_021482405.1,BV-BRC,1cd8460fbd40c2df105edd647da2c95f06bdf0efabacfe05e780b392ea3d6f00,WGS;Good
1280.59627,JABVTO000000000,GCA_021482465.1,BV-BRC,1082554afd847250a9905932564a8a93f4e9d9615f5b6d0e5d93bc502084a30d,WGS;Good
1280.59626,JABVTL000000000,GCA_021482445.1,BV-BRC,1b8888697c60b3b2e3eaf7a456ac2f61e80813d0a93046f35788ee9f4d858752,WGS;Good
1280.59628,JABVTP000000000,GCA_021482485.1,BV-BRC,e3b2e4dfb3792961b4709e40bad5adfcd07fbd7097c5c52e72279f6470d9e936,WGS;Good
1280.59629,JABVTS000000000,GCA_021482505.1,BV-BRC,9292864cd877345a8f042e45b5f8117d00a68c48479e3ce8b69894b436fc1ac6,WGS;Good
1280.59630,JABVTQ000000000,GCA_021482515.1,BV-BRC,9a77b589149378bce081a380e5b8494bbcce46bf60565d7c3b71d146122e1be0,WGS;Good
1280.59632,JABVTT000000000,GCA_021482565.1,BV-BRC,2a4459429fe1886d37f14c10cff480b6db432d9166b1ce4faed1c038a10a93f5,WGS;Good
1280.59631,JABVTR000000000,GCA_021482525.1,BV-BRC,67d76da68a627963a9c9cf639d11a255605614805ab01e9a274d32fc0a2b9fae,WGS;Good
1280.59635,JABVTX000000000,GCA_021482635.1,BV-BRC,68ff706ec78b45d2b26631041d944f89b09c43f14b165c0a5744317089b259d3,WGS;Good
1280.59633,JABVTU000000000,GCA_021482585.1,BV-BRC,c4f6d80d392b54c42b4eb66d8ffc3a67ac34172241b4266ce360f0499f766be2,WGS;Good
1280.59634,JABVTV000000000,GCA_021482605.1,BV-BRC,09ffa4f4faeb6d5a70727f7d446eb332bfb8b870b459a46d862226ecb8cff826,WGS;Good
1280.59636,JABVTW000000000,GCA_021482625.1,BV-BRC,55e025ecaf127fc2a087dc2cd61b999d8d84670f3f0bc0ea51ceed23f3bc467a,WGS;Good
1280.59637,JABVTY000000000,GCA_021482665.1,BV-BRC,bcb630f2132a6f7a11e0d7c5eb1b9574460d03567aeb1b13beb3bfbced52a272,WGS;Good
1280.59638,JABVUA000000000,GCA_021482685.1,BV-BRC,7550daac5003058ee4004e6dcb6541f38b22590deee84c25eb946e5582c22bad,WGS;Good
1280.59639,JABVTZ000000000,GCA_021482705.1,BV-BRC,3843160b85953c76150886d91fba4a3c4250ec2450bf85f712c1c015265e46b0,WGS;Good
1280.59640,JABVUB000000000,GCA_021482725.1,BV-BRC,13b399e19ec2cfaeab78d48cf2e0237508bb35a4255558917d350e6ef90eab17,WGS;Good
1280.59641,JABVUC000000000,GCA_021482745.1,BV-BRC,88f8ffca74a291dd3f69ce38bca4faaed32c4bc4eb683202cdbef8e54f412aba,WGS;Good
1280.59643,JABVUF000000000,GCA_021482785.1,BV-BRC,f031aff898ad98f0611923f3d7505078dff183b9b467ba13ea24fa532dc1a69b,WGS;Good
1280.59642,JABVUD000000000,GCA_021482765.1,BV-BRC,45b604fe0ed7a0cd1ee0ec00216e229368a2b0477feaff54ae2c4b21fe2487b4,WGS;Good
1280.59644,JABVUE000000000,GCA_021482805.1,BV-BRC,355004ee56b362569e971c5afdc47029d5717500efa141aa3a1c8713085f505c,WGS;Good
1280.59646,JABVUG000000000,GCA_021482835.1,BV-BRC,eaf0837de4cfb794df34e0ffac390e0d4ed2c8f9d26d46ffa1f1a3b7e883df5a,WGS;Good
1280.59647,JABVUI000000000,GCA_021482865.1,BV-BRC,72ab77d1f18225547b060246c18dc16a323885fa7b5670eee9f54afb2b4b5037,WGS;Good
1280.59645,JABVUH000000000,GCA_021482825.1,BV-BRC,408ade87ab97dc914365917d561ef396d8672bacac4dff3883c5ca1013e767f4,WGS;Good
1280.59648,JABVUK000000000,GCA_021482885.1,BV-BRC,cfbe854bd3b83c97cc1059b32e15e6a7d48897db34b16aea43f9244c7521fe31,WGS;Good
1280.59649,JABVUJ000000000,GCA_021482905.1,BV-BRC,96fc4e9f6b834afc6da5257c58435afd8713f085a2180f060a11324a4384e490,WGS;Good
1280.59652,JABVUP000000000,GCA_021482965.1,BV-BRC,e687eeafa9f67e80ec5490c8b3cc7f5e3c981e06bf9f06a4a15149b2cfed704b,WGS;Good
1280.59651,JABVUL000000000,GCA_021482945.1,BV-BRC,7e807da254ad7c139102ba69a8566a168159e83c6d75da81c9bb3d1cf7fdf76b,WGS;Good
1280.59650,JABVUN000000000,GCA_021482925.1,BV-BRC,f27222243a4acf72122e697cd79ceeb5ad1cfab7822b1a2ac612682c6b21fda0,WGS;Good
1280.59654,JABVUR000000000,GCA_021483005.1,BV-BRC,191e2171fc739e2887b56dfb8a67cd6238f75d593e168530b4316bd0ce521883,WGS;Good
1280.59653,JABVUS000000000,GCA_021482985.1,BV-BRC,1c016c9cf8eb00eef4d6d5037c99eac56daa8266d06aeb0f7d1a68e4d811be04,WGS;Good
1280.59655,JABVUQ000000000,GCA_021483015.1,BV-BRC,ec9f9516d9b98fb703e2e3bcd902872641455aa16cb50c4e8e16a2f4a18533e4,WGS;Good
1280.59656,JABVUT000000000,GCA_021483035.1,BV-BRC,8d9cbe16544bc99a5b68d9459f40194fdb203b0f9ea30ac1e97353fa4d15a18d,WGS;Good
1280.59658,JABVUU000000000,GCA_021483085.1,BV-BRC,b05b6ba4f1954661732c61960043bab94fa97a279a5106a8418f7ee0ebc406c9,WGS;Good
1280.59660,JABVUW000000000,GCA_021483625.1,BV-BRC,200423d559d9bd7b994773844be81fbfeff0a045e54344cd1aa5c06f25e472ac,WGS;Good
1280.59657,JABVUO000000000,GCA_021483065.1,BV-BRC,880de489672f618213d1c92bf00ce8251c53de82742eac8f99121fc5fdd084d4,WGS;Good
1280.59659,JABVUV000000000,GCA_021483105.1,BV-BRC,bc4e4ee83fa0a6f6b648f1eb5860bffde7889931019204dcb9d198dc642bd352,WGS;Good
1280.59661,JABVUM000000000,GCA_021483685.1,BV-BRC,bc45b8bb3c04c8f88ec8ba7ceac8e954cd4a25e2ab7b4da47468ad1abf7f226e,WGS;Good
1280.59662,JABVUY000000000,GCA_021483705.1,BV-BRC,650bd21b642572cbb4104c08487028b3b6df3f51898fa1660d01b86bf08ed63d,WGS;Good
1280.59663,JABVUX000000000,GCA_021483715.1,BV-BRC,c2e9ec4e45531b07eafff8da8e5977a1c0d28852ac88a40f4c09a2b3b7be44ab,WGS;Good
1280.59664,JABVUZ000000000,GCA_021483745.1,BV-BRC,3dffc0d859c200b8ed138d3452161b156f5fafd5317503a3b3ed442480c0e86f,WGS;Good
1280.59665,JABVVA000000000,GCA_021483785.1,BV-BRC,118921aada92e3a9cae1013f03c5fad15e437de58fea37ead2aacb9d550161da,WGS;Good
1280.59668,JABVVD000000000,GCA_021483845.1,BV-BRC,60a3335660db8e1fb8138862996769e9a12f190c2b9a78b11284cfd884c119a1,WGS;Good
1280.59667,JABVVC000000000,GCA_021483805.1,BV-BRC,9421f985e2f2f4dd35b7cd1da431b826215db167fe1a3018b960e4af6a20df0f,WGS;Good
1280.59666,JABVVB000000000,GCA_021483825.1,BV-BRC,adb5d701d691dc34807130f4b2e58d93d6eae62c23e3a3d41a0e9cdc18a61122,WGS;Good
1280.59669,JABVVF000000000,GCA_021483865.1,BV-BRC,a7d718f1ef0f61f0bf2e4894e0158a6a62f5dfc666f5fdb871639b4c7c03c4a0,WGS;Good
1280.59670,JABVVE000000000,GCA_021483885.1,BV-BRC,d0ff6c7761c6f58c338e800d739f93e9840ddb81172ccc213b6e495c76f15231,WGS;Good
1280.59671,JABVVG000000000,GCA_021483905.1,BV-BRC,91be401390d408a6f81f90c120ced26dad5bcdfa14b43063cda39ed9bbdf3f1b,WGS;Good
1280.59672,JABVVH000000000,GCA_021483925.1,BV-BRC,70641e04feef1171e61db2beef1b18de0a3a1c22553b0b293890b421c6b0c59f,WGS;Good
1280.59675,JABVVJ000000000,GCA_021483985.1,BV-BRC,a6c9b485c580614611e0bed35414c84508483840ff7e97537d416c5e26df0fdd,WGS;Good
1280.59673,JABVVI000000000,GCA_021483945.1,BV-BRC,bc74bd8a287ab22b65e355c43d2cf3d751911107a27e98c147d1039f214c5ffd,WGS;Good
1280.59674,JABVVK000000000,GCA_021483965.1,BV-BRC,f279d6e034b03107fb64d365b6f7e8864c810383e463067821692614aaf7260a,WGS;Good
1280.59676,JABVVM000000000,GCA_021483995.1,BV-BRC,97c35a387a2073cfeee33e4d7b8c47962dce189d71bab5af9742c8432bc1a9a1,WGS;Good
1280.59677,JABVVL000000000,GCA_021484025.1,BV-BRC,5da13dbecf26ba8f1bf8337b212822fa4e63002ff2872b964526879657e75799,WGS;Good
1280.59679,JABVVN000000000,GCA_021484045.1,BV-BRC,c071b64b8ba47191b4bcd4079e138ad1ab54d593e52e2c0a01f56651de8a75b9,WGS;Good
1280.59678,JABVVO000000000,GCA_021484065.1,BV-BRC,b7ea15d2cd78d86b955520554dae0d19007615fd610f8aa245886940b8813a81,WGS;Good
1280.59680,JABVVR000000000,GCA_021484085.1,BV-BRC,dfabc2033ca20130c376125a4cb7812051995b38d317572eb2762aad236dbbc7,WGS;Good
1280.59681,JABVVP000000000,GCA_021484105.1,BV-BRC,d04e8c32ae16fbfddfca25f572cd65839c8c9c0fb05295d754a3a9c7c4f08741,WGS;Good
1280.59682,JABVVQ000000000,GCA_021484125.1,BV-BRC,6b140ad38799e4b2ad35bca5db38577ab927c15d7e7c37a12205f69b1d741709,WGS;Good
1280.59684,JABVVT000000000,GCA_021484165.1,BV-BRC,d8154fe064a6b9a997a1495549f7d4af98014e2357920dda9de9b1a3b5ab6b41,WGS;Good
1280.59685,JABVVU000000000,GCA_021484185.1,BV-BRC,aedf7945426046b1ad0b71da5962159d315afab618724c08be335da289ece0d8,WGS;Good
1280.59683,JABVVS000000000,GCA_021484145.1,BV-BRC,78017a10fd6a4cb7264267d9d4c8f2957d421661fb171b6eef7440b1aeac64c9,WGS;Good
1280.59687,JABVVX000000000,GCA_021484225.1,BV-BRC,3e371aa0e1cabbc38e73a0fba36cbb920e5887cf74c88512fe4d5db8df378c98,WGS;Good
1280.59686,JABVVV000000000,GCA_021484195.1,BV-BRC,0c9a171e57d7a9dd250e3d402e277f06a95a9d1ca737164710050af29ee66010,WGS;Good
1280.59688,JABVVW000000000,GCA_021484235.1,BV-BRC,d12ef462ae8d4493e328fc4b334bdbe0d0bb464ae00a55ffaeeaca357a567eec,WGS;Good
1280.59689,JABVVY000000000,GCA_021484265.1,BV-BRC,5a87274b6f9230ecd07f28c759e4c25cd2bb5f1456d6277fb3f91eea720069ad,WGS;Good
1280.59690,JABVWA000000000,GCA_021484285.1,BV-BRC,3c2223f3ea7b4c86342b57825b0c7d07c936f7d796a200944cb22bb3b5ab9a0a,WGS;Good
1280.59691,JABVWC000000000,GCA_021484295.1,BV-BRC,00a88f16e668cf52409365c770e9d3967987da4f4c6f8ea2a64c0240a5e7faca,WGS;Good
1280.59693,JABVWB000000000,GCA_021484345.1,BV-BRC,9214026465605623d0d2aef4c4ca557e3b18c7393c909135eb284d361f565b28,WGS;Good
1280.59692,JABVVZ000000000,GCA_021484325.1,BV-BRC,7e90702fd6fbdfc895a71cffead497b6a73033639b326f4f05d7178f7061743a,WGS;Good
1280.59694,JABVWD000000000,GCA_021484365.1,BV-BRC,c9b7aea3220fc60b10b1fcd7e2ae480bf9a77c659c79e73de8219393b5ac0791,WGS;Good
1280.59695,JABVWF000000000,GCA_021484385.1,BV-BRC,de4076a4abd2bfebcde03669604383e3d8b62c1bdf4500738ab86d9cff1412c0,WGS;Good
1280.59696,JABVWE000000000,GCA_021484405.1,BV-BRC,f49c0f3250ba76c0d102dd662b2974b1fc486078cedb3d973dd4bfa534983969,WGS;Good
1280.59697,JABVWH000000000,GCA_021484425.1,BV-BRC,acf2c9d142bffdf762fa145cb89da38b60ba80e7f2f46ff02d6276fdee5335e0,WGS;Good
1280.59698,JABVWI000000000,GCA_021484445.1,BV-BRC,1c0f1cd8f22dd11c377ec1c280ffbb4f58608b690b55691c0bee5d2f0f6b3f10,WGS;Good
1280.59699,JABVWJ000000000,GCA_021484465.1,BV-BRC,ca940f28e3959b4b97ed59096b38632223be16cb12eff7165fa9e7077adb1779,WGS;Good
1280.59700,JABVWK000000000,GCA_021484485.1,BV-BRC,ad2803ad0897f462b1e43a21c981a1b0219243dcd9c1a8448a7b4f0dc070a49d,WGS;Good
1280.59701,JABVWL000000000,GCA_021484495.1,BV-BRC,51d765cda95a90136a9395bb34db13c9fe85c334b53a36389913a34ceb60a53b,WGS;Good
1280.59702,JABVWG000000000,GCA_021484525.1,BV-BRC,0bac7cfc8b8c17c1d85033570866227a31161c5655e9866193f075227fab50a6,WGS;Good
1280.59703,JABVWN000000000,GCA_021484565.1,BV-BRC,7aa824353b1f6dbc8d8667c48773ebeef1af9f28650a9e3190357f9fc2cdeb8c,WGS;Good
1280.59704,JABVWM000000000,GCA_021484535.1,BV-BRC,5fe09548febfc9e7513882d718b185b705d73913308f09792a07f63b1dac53c8,WGS;Good
1280.59705,JABVWO000000000,GCA_021484585.1,BV-BRC,917c8f5a18d201113fc63b6c95f0184d43d838e1ab14ca2dee7d9968f648dcb9,WGS;Good
1280.59706,JABVWP000000000,GCA_021484595.1,BV-BRC,d0bf07948eff30265fc05cbc87f9145888e9526696a605a850b043c1961bbb47,WGS;Good
1280.59708,JABVWQ000000000,GCA_021484645.1,BV-BRC,6427df16764318fd22b93c822df1f7abec3263de32ceed830b8d240bdef4dccb,WGS;Good
1280.59707,JABVWR000000000,GCA_021484605.1,BV-BRC,947d8ab22110fc01999d0000973f6b750762015a8fe948e99ad32d2ca255f407,WGS;Good
1280.59709,JABVWU000000000,GCA_021484685.1,BV-BRC,5ab949b7707721fc5da80cd45fd5ef59958b8a1bbf651fbd4feeb7e8094af390,WGS;Good
1280.59710,JABVWS000000000,GCA_021484655.1,BV-BRC,95975081dc8ed1ca5684f4a08efde8bac7be26569d5da61e6ef25c627d1ce763,WGS;Good
1280.59711,JABVWT000000000,GCA_021484695.1,BV-BRC,11eb9159cc7d7a4946872033c35feea8a48f9260e5e6218e818b6e83c6b63370,WGS;Good
1280.59712,JABVWV000000000,GCA_021484725.1,BV-BRC,095b7a7ef0aae81fea79d867ec9aa5ec344e27c379b0243d2905f8014ebbc9aa,WGS;Good
1280.59713,JABMSY000000000,GCA_021572975.1,BV-BRC,23c4b60dc32836c974641a8ee8655b4fd4b6a8106cc612bcffe05b9a7463dbaf,WGS;Good
1280.59714,JABMSW000000000,GCA_021572995.1,BV-BRC,6a41bad2e5c3863a5e1519e76f01de77f351048d974ae465c2f4727376a9cee5,WGS;Good
1280.59715,JABMZT000000000,GCA_021573295.1,BV-BRC,dbbef091fe93cd3b9ea46aea8dc5f6f19340ef79c2eeea247b427cc362237272,WGS;Good
1280.59716,JABMZU000000000,GCA_021573315.1,BV-BRC,b684dd1d5373b55374f33ab0d6c3b018671d4edf5a6c895978b6c1691577bb66,WGS;Good
1280.59717,JABMZW000000000,GCA_021573335.1,BV-BRC,26e65e89c398b191ee1c5835de9eef75d1eb27e540f2dc9f480793e522ee7e26,WGS;Good
1280.59718,JABMZV000000000,GCA_021573355.1,BV-BRC,303286df4e5f8c0fda1245b9ae7012a0614d057f6b90f762d4934fe21342d58a,WGS;Good
1280.59719,JABMZQ000000000,GCA_021573375.1,BV-BRC,ef8b08ec59da536cf5cb6887fc5452e848df0fbf2c7c6b749c9187cb4c8907c1,WGS;Good
1280.59721,JABMZS000000000,GCA_021573405.1,BV-BRC,3f2059830ff5cf242b0c8a0fb0da635544812dcb6ddd19901f8e2c238aa7c45e,WGS;Good
1280.59720,JABMZO000000000,GCA_021573395.1,BV-BRC,13f1bf612db59846dc2b7c1264f990d3919de0972a482391c837842128935beb,WGS;Good
1280.59723,JABMZR000000000,GCA_021573455.1,BV-BRC,0eb05d9cf3b3e6d90ee1cb5a83a1f9055d45567b2a539c3c887e450476ab2493,WGS;Good
1280.59725,JABMZK000000000,GCA_021573495.1,BV-BRC,c996d4e3ba8fce748723209e10bde1dc4ebc4e44ed935de3eeffeca9d0c4146c,WGS;Good
1280.59724,JABMZN000000000,GCA_021573475.1,BV-BRC,78fb3feb29e492b711c6f797201dbe757804b007d95ca49245e5027b5220ec7f,WGS;Good
1280.59722,JABMZP000000000,GCA_021573435.1,BV-BRC,84f5971486e1588dd44a31ed60b8daac369b6a0413758e2c282a34779dac36e8,WGS;Good
1280.59726,JABMZM000000000,GCA_021573515.1,BV-BRC,e10dc00868be9f26ca9e1341c553afa3749f3297c8f821c70cc53a7d8f47a54f,WGS;Good
1280.59727,JABMZJ000000000,GCA_021573535.1,BV-BRC,d12af4a0fbcfd93b72bc0b5ab89b2dd1879535db5a1ef96681877de2a736b37c,WGS;Good
1280.59729,JABMZI000000000,GCA_021573575.1,BV-BRC,10723ea5aa18ced0764a6b56ad60ed38fc8c415d689ee0b663e0c23df929d8c8,WGS;Good
1280.59728,JABMZL000000000,GCA_021573555.1,BV-BRC,79327dc612af7343a474146d922bcb7cd9c11ccc5832ba51cf44e6ee20736c79,WGS;Good
1280.59730,JABMZG000000000,GCA_021573595.1,BV-BRC,0d6586449ca99b5dadbdea2caf314b1db3b008b5759decc40d965b64eb090997,WGS;Good
1280.59731,JABMZF000000000,GCA_021573615.1,BV-BRC,936c78ad2ff61e60941ad314a1fafa1ec64819ed5110c904306eb9b2f9446fb5,WGS;Good
1280.59733,JABMZD000000000,GCA_021573655.1,BV-BRC,e8b81344fa1d571ee47406a7f1b301ce0ac736c6db6ebc21140b53fdd2277df9,WGS;Good
1280.59732,JABMZH000000000,GCA_021573635.1,BV-BRC,a49879bd749555a5e8d692fb4f266ecd8ab99f2f70d1c6d0bd1377229e646890,WGS;Good
1280.59734,JABMZC000000000,GCA_021573665.1,BV-BRC,2c1d78b25d38420cd7f0ebabf22a9e3adddbbe6c57e9218eec1ce8ddcb08a868,WGS;Good
1280.59735,JABMZE000000000,GCA_021573695.1,BV-BRC,6e17f878d6c2b8b7ce93e63ece54cdbc4532b6017a97a9d5b022b5b58c71c696,WGS;Good
1280.59738,JABMYZ000000000,GCA_021573755.1,BV-BRC,e1dd694f5238ac08e1bf4a8ada6ef524fa9a6ef38591a30f090c2c008a58ffbb,WGS;Good
1280.59736,JABMZB000000000,GCA_021573715.1,BV-BRC,b572ec043e2210c9399c5aa5a0fa15453860a251354c3f8ee9b2d44993ced74b,WGS;Good
1280.59737,JABMZA000000000,GCA_021573735.1,BV-BRC,7b7ad7607437b1fa0da48376d9e1cd7548eae04b1ec03830909de5b7d67ebc7f,WGS;Good
1280.59741,JABMYV000000000,GCA_021573815.1,BV-BRC,157601520d6cd247af9f63c74f73d3d58e9f610a8fcc2aede6ebbcb2c87cddf9,WGS;Good
1280.59739,JABMYY000000000,GCA_021573775.1,BV-BRC,d06329edfac584ceaa9fb6a6f91c9d4f0ca179f436d09172e34830da00e099d2,WGS;Good
1280.59740,JABMYX000000000,GCA_021573795.1,BV-BRC,99afcf740b8231678838f7a55444b28dac2f804f7d6d631d6a53dd9c0e02d7cf,WGS;Good
1280.59742,JABMYW000000000,GCA_021573835.1,BV-BRC,a0dc13c68726bef6d5023b7a05fd9ab4142f631e90bfb4bd5308190c2a85479e,WGS;Good
1280.59743,JABMYU000000000,GCA_021573855.1,BV-BRC,04724ae5bdb7bdff02f3026ec3c9c1cd64ce6c951be3729cf95acae11ae59188,WGS;Good
1280.59745,JABMYS000000000,GCA_021573895.1,BV-BRC,0520da5975469462a7b6afd1db4380b6062023f0e7e566a002a83ab8cc622dd7,WGS;Good
1280.59747,JABMYQ000000000,GCA_021573935.1,BV-BRC,c1cdff8b12806a912e0a2d357c18eeeb86613aeed245f78be74861b2f2bdfcf1,WGS;Good
1280.59744,JABMYT000000000,GCA_021573875.1,BV-BRC,cb61828d1455c22b6d4f6831b2cde967a3404f9d340335fcffb824668a0ba6de,WGS;Good
1280.59748,JABMYO000000000,GCA_021573955.1,BV-BRC,80f7c0e02785cc82d3a26aaf88c911e80a2c57bf5450a30426f632f0f6f140cd,WGS;Good
1280.59746,JABMYP000000000,GCA_021573915.1,BV-BRC,05b0eabc2c6837fe5fee8657295d47bbe526e44d436991abf9039930d165dfca,WGS;Good
1280.59749,JABMYR000000000,GCA_021573975.1,BV-BRC,0b1014761076ec0e8dc5ab6be5b148390c711dda0f1c09937019324ba8bd5138,WGS;Good
1280.59751,JABMYL000000000,GCA_021574015.1,BV-BRC,18eba554dfa50aeb7c3586071ad25dc1c6d5d6728a5ca7e3850d6fa323fa613a,WGS;Good
1280.59750,JABMYN000000000,GCA_021573995.1,BV-BRC,6403dc8ef994fdb5b20ce0b14e9e85c30b20b2bf41a9e7d952422e8e19b7b256,WGS;Good
1280.59752,JABMYM000000000,GCA_021574035.1,BV-BRC,0f324a3eccb645a4204ea341dbb0135f193aaa0b3d9eda7ce34830cca8fc2d4a,WGS;Good
1280.59755,JABMYI000000000,GCA_021574095.1,BV-BRC,872dc61fd1b3aaf128b6f51c1cb3082ca4dfdac26b8c23e0c9b1d443a031b8da,WGS;Good
1280.59756,JABMYH000000000,GCA_021574115.1,BV-BRC,2d9e7d78cc284aacaeea1fb7bd79b8317e4045ba41c20f5952c12b1eb6bdfcc2,WGS;Good
1280.59754,JABMYK000000000,GCA_021574075.1,BV-BRC,9a97a2d79770ae973a8b3d321013c944a4772e0f0e9d976a5e16fcdbe1db327c,WGS;Good
1280.59753,JABMYJ000000000,GCA_021574055.1,BV-BRC,b6c248b65e6c62f053f9bdc0d955417e9daea6ec76d9914246e4d1699f8d48c6,WGS;Good
